time,eta_linear,eta_superharmonic,eta_subharmonic,eta_nonlinear,phi_linear,phi_superharmonic,phi_subharmonic,phi_nonlinear,u_linear,u_superharmonic,u_subharmonic,u_nonlinear,w_linear,w_superharmonic,w_subharmonic,w_nonlinear
447,2.52417904897626e-06,5.69655787437275e-13,0.00178004728365417,0.00178257146327281,-4.00203695759917e-05,-1.64560001388113e-11,0.960823755159917,0.960783734773885,3.5731120258743e-06,1.10347170601819e-13,0.00117831528097657,0.00118188839311279,-1.51147323780157e-06,-3.82890368381408e-12,4.02707537983728e-06,2.51559831313202e-06
447.6,1.77831462869919e-06,7.20623810029195e-13,0.00178112087240352,0.00178289918775285,-7.22043786234444e-05,-2.06317642222818e-11,0.95179785729905,0.951725652899795,2.67826737075431e-06,2.4909188388948e-12,0.00117903224682024,0.00118171051668191,-7.4043635271848e-07,1.36787682952448e-12,3.18718826793452e-06,2.44675328309287e-06
448.2,1.03339649894558e-06,-5.60209001639644e-13,0.00178193498710807,0.00178296838304681,-0.000100590080001041,-2.72370209716584e-11,0.942767142201824,0.942666552094586,2.63176087014089e-06,-2.62981422046853e-12,0.00117956064931607,0.0011821924075564,-2.17311548077833e-06,-3.16755480640147e-12,2.36008686914666e-06,1.86968220813521e-07
448.8,-2.01685837232851e-08,1.00700170988597e-13,0.00178249233643518,0.00178247216795216,-0.000122523568938449,-2.33219493923548e-11,0.933732916744782,0.933610393152522,1.54967152222848e-06,2.23562153798838e-12,0.00117990410444071,0.00118145377819856,-1.23468356482223e-06,2.76423676869134e-13,1.56008618107816e-06,3.25402892679613e-07
449.4,-9.44254132103697e-07,-1.38242874123666e-12,0.00178280092769988,0.00178185667218534,-0.000138967582743948,-2.02173429386849e-11,0.924696461603999,0.924557494001038,1.37216394990121e-06,-4.65341992936817e-12,0.00118006982972563,0.00118144198902211,-2.38719045428472e-06,-1.22552774103672e-12,8.00622600326758e-07,-1.5865690794857e-06
450,-2.02994891160326e-06,-2.12063853793826e-13,0.00178287367336733,0.00178084372424366,-0.000148155577922136,-1.06552125995662e-11,0.91565900520052,0.915510849611942,2.76722360100881e-07,1.56940394974676e-12,0.0011800683511305,0.00118034507506,-1.26015382387898e-06,-7.06119616937383e-13,9.39433200776091e-08,-1.16621120992099e-06
450.6,-2.85768409327493e-06,-1.42378528638047e-12,0.00178272789810808,0.00177987021259102,-0.000151806306146484,-1.96559957429448e-12,0.906621699906836,0.906469893598724,1.14801350079884e-07,-5.15303266661488e-12,0.00117991314441532,0.00118002794061237,-2.14651381546224e-06,1.16061824637416e-12,-5.49153918412155e-07,-2.69566657325614e-06
451.2,-3.70546429751954e-06,-7.5216909744697e-14,0.00178238476452197,0.00177867930014923,-0.000149010449069551,7.38736129170553e-12,0.89758560097407,0.897436590532388,-8.66391981435151e-07,8.69420156533678e-13,0.00117962022349688,0.00117875383238486,-8.28244051537322e-07,-1.59027627211839e-12,-1.11952930719358e-06,-1.94777494900718e-06
451.8,-4.16380918679123e-06,-8.05754847931763e-13,0.00178186863594358,0.00177770482595103,-0.000142243867113434,1.56204957192985e-11,0.888551648546619,0.888409404695126,-8.60827976796025e-07,-3.89730108125388e-12,0.00117920768844317,0.00117834685656907,-1.44623259508463e-06,3.08586545058894e-12,-1.60985722579142e-06,-3.0560867350106e-06
452.4,-4.50731462608666e-06,1.52160624045685e-13,0.00178120639471191,0.00177669908023799,-0.000131455004453568,1.98775685548667e-11,0.879520653037304,0.879389198052728,-1.54607558461375e-06,2.24178502173032e-13,0.00117869524570559,0.00117714917034515,3.26765596149715e-08,-2.38763958552221e-12,-2.01473072604768e-06,-1.9820565540723e-06
453,-4.37281645909004e-06,-1.35864893925616e-13,0.00178042673394413,0.00177605391734918,-0.000119749698743723,2.39442688355485e-11,0.870493284043511,0.870373534368711,-1.1982738153857e-06,-1.46419099390903e-12,0.00117810371292089,0.00117690543764132,-4.32891804411063e-07,3.85271437152128e-12,-2.33071557484625e-06,-2.76360352654294e-06
453.6,-4.07998378193e-06,6.77113618637806e-15,0.00177955944021859,0.00177547945644343,-0.000107533866260875,2.2802289455903e-11,0.861470062894565,0.861362529051107,-1.48920122034101e-06,-5.08423175360175e-13,0.0011774545201497,0.00117596531842093,1.02741688727e-06,-2.6904644598392e-12,-2.55635599057344e-06,-1.5289417937679e-06
454.2,-3.33593166497058e-06,2.17939683187686e-13,0.00177863468366743,0.0017752987522204,-9.79230044252507e-05,2.28754301488254e-11,0.852451358834333,0.852353435852784,-8.03584290379348e-07,1.22244876055149e-12,0.00117676921876956,0.00117596563570162,5.20453053301001e-07,3.54956357928567e-12,-2.69213494622728e-06,-2.1716783433627e-06
454.8,-2.49324521145213e-06,-3.40465525836152e-13,0.00177768233083245,0.00177518908528053,-9.11187752325262e-05,1.85426568394139e-11,0.843437388762074,0.843346270005384,-7.81757480398428e-07,-1.10915138231427e-12,0.00117606900842861,0.00117528724983906,1.82007868132993e-06,-2.12754300705744e-12,-2.74039256824783e-06,-9.20316014460908e-07
455.4,-1.29635855656321e-06,4.81341298139776e-13,0.00177673129427851,0.00177543493620329,-8.97402727992243e-05,1.49831536649479e-11,0.834428220379837,0.834338480122021,1.4460502080548e-07,3.48146263091888e-12,0.00117537429151044,0.0011755189000127,1.17475790883477e-06,2.41571255661119e-12,-2.7052067277929e-06,-1.53044640324558e-06
456,-1.13938467218491e-07,-4.03383818558292e-13,0.00177580893141899,0.00177569499254839,-9.34330040609936e-05,8.30868740375909e-12,0.825423778527488,0.825330345531736,3.87501947953556e-07,-1.39221150742095e-12,0.00117470426348466,0.0011750917640404,2.22566919359018e-06,-8.37966508943631e-13,-2.59224039419316e-06,-3.66572038569485e-07
456.6,1.26264995084659e-06,9.56964926116953e-13,0.00177494050332201,0.00177620315422982,-0.000103992578852766,5.71698011858039e-14,0.816423854427367,0.816319861848571,1.43805380419874e-06,4.71238525375653e-12,0.00117407654634433,0.00117551460486091,1.3177829370917e-06,6.71542340733982e-13,-2.40856069433949e-06,-1.09077708570545e-06
457.2,2.43254568010777e-06,1.09471311665023e-13,0.00177414870246893,0.0017765812482585,-0.000120081228020346,-9.30352011579499e-12,0.807428117510358,0.807308036273035,1.70425120851353e-06,-1.19261751387596e-12,0.00117350687108435,0.00117521112110024,1.9916650414593e-06,6.57044270295273e-13,-2.16243489440035e-06,-1.70769195896775e-07
457.8,3.57428685648555e-06,1.48671690450647e-12,0.00177345325656418,0.00177702754490738,-0.000142236624676781,-2.21277556234429e-11,0.798436129454334,0.798293892807529,2.59821811890098e-06,4.44854595042967e-12,0.00117300881388006,0.00117560703644751,7.54773514655775e-07,-1.57001210325017e-12,-1.86310869046995e-06,-1.10833674582628e-06
458.4,4.31346316777923e-06,6.4980374132134e-13,0.0017728706135836,0.00177718407740118,-0.00016792475222263,-3.14769857495144e-11,0.789447360034635,0.789279435250936,2.58880395139613e-06,-8.45351119141503e-13,0.00117259358930562,0.00117518239241166,1.11137866315156e-06,1.47349154496567e-12,-1.52057226360306e-06,-4.09192126959952e-07
459,4.87140734376073e-06,1.2114051282097e-12,0.00177241371133112,0.00177728511988629,-0.00019662702702706,-4.27176619588906e-11,0.780461204364817,0.780264577295072,3.10554641947207e-06,2.28355848045637e-12,0.00117226990261213,0.00117537545131516,-2.94061071495205e-07,-3.7455794087163e-12,-1.14531952456942e-06,-1.43938434164403e-06
459.6,4.93905639190154e-06,3.4510410579262e-13,0.00177209183288686,0.00177703088962386,-0.000225157896286743,-4.43198955309152e-11,0.771477001094027,0.77125184315342,2.7166072973749e-06,-8.76798765107566e-13,0.00117204386178961,0.00117476046821019,-6.93241280412735e-08,1.6466998301047e-12,-7.48105848762121e-07,-8.17428330103564e-07
460.2,4.76982749856577e-06,-2.29011082233662e-13,0.00177191054750284,0.0017766803747724,-0.000252571578217701,-4.44667631934667e-11,0.762494051125008,0.762241479502323,2.82932394823771e-06,-1.206213126586e-12,0.00117191894888494,0.00117474827162696,-1.511431073429e-06,-4.77532868017405e-12,-3.39709387480274e-07,-1.85114523623795e-06
